Table S1. oxLDL-induced differentially expressed genes in macrophages identified by single-cell transcriptomics,,,,,
gene,logFC,logCPM,F,PValue,P_adj
SAP30,-0.057699668,3.25764154,0.086329364,0.772718798,0.895491557
TMEM30A,0.029463326,6.815717277,0.086531482,0.772460918,0.895491557
BUD23,0.036111682,4.916072598,0.086395326,0.772634602,0.895491557
SLC4A2,-0.036400896,4.680028303,0.086566668,0.772416059,0.895491557
ZMYND19,0.105594946,2.130736907,0.086288614,0.772770831,0.895491557
KMT2D,0.050677218,3.95525466,0.086396387,0.772633249,0.895491557
LINC00909,-0.088894619,2.292717375,0.086694403,0.772253288,0.895491557
CDKN3,-0.042956569,4.80937886,0.086163554,0.772930599,0.895574673
SCLY,-0.098389899,2.205912659,0.085728213,0.773487753,0.895812072
ADD1,0.032858903,5.398421452,0.085746186,0.77346472,0.895812072
CYFIP2,0.089429259,2.233712833,0.085855985,0.77332407,0.895812072
CPNE1,-0.032873378,5.311085481,0.085878591,0.773295124,0.895812072
FAM104B,-0.042420629,4.272358248,0.08565573,0.773580667,0.895817685
AC245407.2,-0.079623027,2.717784876,0.08510512,0.774287885,0.896033479
ZBTB38,0.041750958,4.723669211,0.08525486,0.774095309,0.896033479
LPAR1,0.105893558,1.904394048,0.084962309,0.774471721,0.896033479
BCDIN3D,0.098476027,2.091335575,0.084990051,0.774435997,0.896033479
GPR180,-0.070871687,3.137919602,0.085151073,0.774228766,0.896033479
PABPN1,0.030349306,6.609579082,0.085307073,0.774028202,0.896033479
BRMS1L,0.104586109,1.97299543,0.085026671,0.774388849,0.896033479
SCRN2,0.05647189,3.29826086,0.085143143,0.774238966,0.896033479
AC009060.1,0.146357431,1.576837635,0.084487213,0.775084516,0.896640475
SNRPC,-0.032890131,6.365948246,0.084318905,0.775302054,0.896688175
ATAD5,-0.077928874,2.46171248,0.084330512,0.775287045,0.896688175
FEM1B,0.03036586,5.627462118,0.08408521,0.775604499,0.896935989
CIC,-0.051751158,3.7966401,0.083895658,0.775850151,0.897118078
TRIM26,0.060298425,3.517838473,0.08367939,0.776130794,0.897190456
MEAK7,0.110563954,1.922488629,0.083778802,0.776001742,0.897190456
ZFY,-0.132150689,1.905723737,0.084059581,0.776177351,0.897190456
KIF14,-0.104598868,2.27393836,0.083399586,0.776494474,0.897294247
RHOBTB2,0.088038929,2.607188652,0.083370913,0.776531779,0.897294247
DUSP16,-0.086685521,2.414502941,0.083384395,0.776514238,0.897294247
RARRES1,0.070007411,2.858018306,0.082987894,0.777030785,0.89766691
TTBK2,-0.050504263,3.691044336,0.083031091,0.776974444,0.89766691
NDUFAF3,-0.027268899,6.946791734,0.082868251,0.777186915,0.897745321
RPGR,-0.062993168,3.332699082,0.082649799,0.777472305,0.897973008
SBNO1,0.039450258,4.694482519,0.082569636,0.777577134,0.897992122
ETFB,0.030560469,6.449438623,0.082424163,0.77776751,0.898110014
ATP8A1,0.062022198,3.38364308,0.08220987,0.778048282,0.898256253
PPP1R35,0.082618572,2.581573157,0.082192722,0.778070768,0.898256253
NNT,0.036743504,5.087439511,0.081571849,0.778886597,0.89890438
ZCCHC9,0.042306303,4.199532414,0.08156373,0.778897287,0.89890438
IL10RA,-0.034136939,6.405504497,0.081603921,0.778844371,0.89890438
PEF1,-0.040358348,4.55807169,0.081168336,0.779418624,0.899403998
HEXIM2,-0.10076842,2.269925016,0.081100645,0.779508014,0.899405118
NIT1,0.053270193,3.933695942,0.080503839,0.780297893,0.899625057
PTMA,-0.022821752,10.67529177,0.080631717,0.780128379,0.899625057
ABCF2,-0.052311073,3.96917229,0.080636106,0.780122564,0.899625057
LINC00294,0.054072568,3.509273098,0.080488887,0.780317723,0.899625057
SENP1,-0.089945515,2.370630063,0.080704138,0.780032443,0.899625057
PER1,0.083841077,2.929790697,0.080835914,0.779857997,0.899625057
SLC35B1,0.035363171,4.818498062,0.080569993,0.780210182,0.899625057
KHK,0.081701997,2.296549395,0.080348267,0.780504317,0.899650783
ANO8,0.110944782,1.645231453,0.08033877,0.780516925,0.899650783
GYPC,-0.027654385,8.45176482,0.080227004,0.780665367,0.899719931
MCM9,-0.091633171,2.08966232,0.080129719,0.780794666,0.899725397
DNAJC24,0.055504472,3.496432924,0.080090353,0.780847012,0.899725397
FAM89A,-0.129583652,1.593077529,0.079815039,0.781213488,0.899943783
ANLN,-0.054093657,3.732854489,0.079853688,0.781162001,0.899943783
PPP1R12B,0.081413792,2.281014657,0.079531759,0.781591285,0.900277041
TRAPPC2,-0.072103829,3.088083352,0.079414665,0.78174766,0.900355208
PHF2,-0.051973564,3.627455614,0.079251543,0.781965712,0.900504384
GYG1,0.027695344,5.99790236,0.079178622,0.782063268,0.90051478
PMEPA1,0.087666217,2.300380895,0.078900566,0.782435706,0.900841652
LINC01410,0.129326361,1.870018544,0.078642368,0.782782183,0.901138565
C8orf33,-0.040653701,4.425918275,0.078253167,0.783305619,0.901435089
NLRX1,-0.070706628,2.642473193,0.078355778,0.783167481,0.901435089
CIAO2B,0.029361859,6.769429703,0.07826856,0.78328489,0.901435089
ALKBH3,-0.057793627,3.400987636,0.078165376,0.783423883,0.901469201
YIPF1,-0.047158516,3.858350515,0.078036162,0.78359808,0.901567658
WDR18,0.042168793,4.451163011,0.077868871,0.783823843,0.901725416
AC092279.1,-0.065113604,3.08637438,0.077738973,0.783999323,0.901825298
SMYD3,0.126473186,1.792656428,0.077577168,0.784218129,0.90197499
MIR34AHG,0.05174011,3.624370311,0.077256768,0.784652131,0.902097586
GCNT2,0.060648201,3.358853707,0.077171244,0.784768142,0.902097586
FANCG,-0.10313176,1.969085359,0.077202098,0.784726282,0.902097586
ACBD5,-0.034708012,4.704684518,0.077225829,0.784694091,0.902097586
MAGT1,0.031793437,5.293299145,0.077193901,0.784737402,0.902097586
BDP1,0.043097244,4.569445697,0.076865473,0.785183486,0.902167222
ATP5F1C,-0.028868509,7.159551158,0.076995087,0.785007316,0.902167222
LRRC3,0.089974081,2.395480995,0.077000872,0.784999458,0.902167222
NFAM1,-0.02975518,5.401548067,0.076888198,0.785152587,0.902167222
RHOT2,0.041619724,4.381163642,0.07677363,0.785308415,0.902208855
HPS6,0.061597073,3.160831707,0.076513635,0.785662512,0.902309932
DHX33,0.056821482,3.15649946,0.076577602,0.785575333,0.902309932
RNF113A,-0.050439066,3.54837338,0.07655529,0.785605737,0.902309932
PLA2G4A,-0.104371106,2.448459706,0.076290904,0.785966374,0.902470261
CRYBG3,-0.051531092,3.696146682,0.07628125,0.785979556,0.902470261
AL035071.1,0.058126964,3.295845482,0.076134155,0.786180508,0.902599111
LRRC8A,-0.062896479,3.079753625,0.075851926,0.78656666,0.902736779
MGA,0.062096133,3.315429131,0.07589769,0.786503992,0.902736779
SLC35E1,0.045474011,4.372575209,0.075951293,0.786430616,0.902736779
LINC00339,0.065503877,2.838321365,0.075775608,0.786671213,0.902754917
CDC37L1,-0.055744235,3.363977356,0.075594796,0.786919147,0.90293757
GCFC2,0.086504902,2.706058561,0.075258312,0.787381396,0.903366069
KIAA1143,-0.039647125,4.700044424,0.074460085,0.788482453,0.904119435
PAQR8,-0.042786037,4.000033989,0.074507925,0.788416284,0.904119435
CRY2,0.078876427,2.732040332,0.074596778,0.788293451,0.904119435
RNASEH2C,-0.029087018,6.228774823,0.074663926,0.788200676,0.904119435
RITA1,0.048494749,3.835603009,0.074514038,0.788407832,0.904119435
AGO3,-0.03920724,4.467962725,0.074249749,0.788773645,0.904153337
LGALS9,0.024254508,7.745786,0.074246116,0.788778678,0.904153337
TRMT6,0.09119421,2.213397054,0.074364975,0.78861407,0.904153337
MRPL19,0.036998457,4.443940605,0.074166745,0.78888868,0.904177538
FADS3,0.070862668,2.699722856,0.073861512,0.789312296,0.904561139
OCEL1,-0.064364197,3.648346698,0.073724247,0.789503105,0.904677885
SNHG8,0.029377748,6.431801021,0.073431786,0.789910291,0.904974259
RPS3A,-0.022627835,10.85252094,0.073410701,0.789939682,0.904974259
NONO,-0.028220575,6.422334127,0.073328018,0.790054975,0.905004415
PWWP2A,0.050785062,3.351293361,0.072469198,0.791256684,0.906062936
HEBP2,-0.038464316,4.418918824,0.072577306,0.791104992,0.906062936
BTRC,0.078884478,2.373720803,0.072413172,0.791335345,0.906062936
ADSL,-0.034239779,4.834744684,0.072491954,0.791224744,0.906062936
RAB29,0.034228961,4.665914073,0.072168081,0.791679837,0.906355352
CCDC174,0.043207389,4.118669525,0.07182775,0.792159243,0.906407413
BAP1,-0.036834101,4.499129066,0.072007166,0.791906358,0.906407413
BBIP1,-0.045246308,4.331854188,0.072002826,0.791912472,0.906407413
GEMIN2,0.075393269,2.421435678,0.071945573,0.791993135,0.906407413
ATXN7L3,-0.047261281,4.047280277,0.071819521,0.792170851,0.906407413
EPHB6,0.088048642,2.100306953,0.071702412,0.792336109,0.906494533
TYSND1,-0.070432069,2.603404385,0.071630386,0.79243782,0.906508941
LINC00342,0.065461438,3.056038557,0.071450256,0.792692432,0.906624447
SLC12A4,0.076705808,2.450288267,0.071369862,0.792806179,0.906624447
SMARCB1,0.032066558,4.812028229,0.071385852,0.792783549,0.906624447
TRIM24,-0.048628296,3.684729966,0.071052494,0.793255888,0.907036746
EHD4,-0.026112104,6.388159628,0.070963113,0.793382735,0.907075964
CIAPIN1,0.04938227,3.776219482,0.07083992,0.793557708,0.907075964
FAM199X,-0.033553936,4.651425144,0.070867246,0.793518882,0.907075964
EXTL2,0.070760903,2.89559213,0.07077299,0.793652839,0.907082772
CEP152,-0.067533426,2.660182994,0.070625854,0.79386214,0.90711814
GAB3,-0.046042084,4.007620111,0.070666759,0.793803929,0.90711814
SNX1,0.033253763,5.68185876,0.070521443,0.794010807,0.907186109
PWWP3A,0.043542085,3.911490594,0.070389346,0.794199064,0.90729929
ZNF121,0.070660845,2.88002937,0.070305448,0.794318729,0.907334094
CDC5L,-0.035188238,4.446619076,0.070036125,0.79470339,0.907569651
TMED1,0.047057876,3.852359704,0.070078978,0.794642132,0.907569651
FANCD2,-0.085496814,2.06950174,0.069857198,0.794959381,0.907658191
AC005332.6,-0.063541755,2.764772251,0.069859581,0.794955969,0.907658191
SGTA,0.042800619,4.708002814,0.069767629,0.79508766,0.907702769
SNAPIN,0.033771871,5.437274614,0.069374014,0.795652439,0.907905867
GOLPH3,-0.03084887,5.195943321,0.069391255,0.795627665,0.907905867
IFIT2,-0.074022744,2.522741521,0.069329303,0.795716701,0.907905867
FKBP4,-0.035967143,4.60273203,0.069232726,0.795855585,0.907905867
MPI,0.04317748,3.958486344,0.069051997,0.796115765,0.907905867
CKLF,0.027031007,6.967657101,0.069574057,0.795365192,0.907905867
VAV1,-0.031200125,5.545810004,0.069029721,0.796147859,0.907905867
POLD1,0.041342686,4.09459355,0.069381267,0.795642016,0.907905867
RPL28,-0.02024439,11.01419667,0.069022604,0.796158114,0.907905867
DGCR8,-0.064173175,2.812545163,0.069144269,0.795982883,0.907905867
HSD17B11,-0.037730379,6.011442134,0.068691238,0.796636214,0.90834924
UMAD1,-0.05071409,3.876072595,0.068566921,0.7968159,0.90835048
MMS19,-0.047965561,3.557511621,0.068589409,0.796783382,0.90835048
FKTN,-0.072604471,2.382063864,0.068497718,0.796915999,0.908358839
SLFN5,-0.032494684,4.974938102,0.068438408,0.797001833,0.908358839
PIK3CA,-0.038027251,4.218847808,0.068324834,0.797166308,0.908444509
POLR2J3,0.028283395,5.841571664,0.067908517,0.797770469,0.908827551
COPG2,-0.064112672,3.004268566,0.067970457,0.797680456,0.908827551
MOSPD2,0.03207841,4.929148943,0.067915144,0.797760836,0.908827551
DLGAP5,0.063520508,2.91034143,0.067781133,0.797955724,0.9089368
GPATCH2,0.051982322,3.303082319,0.067688956,0.798089896,0.908943643
CRYBG1,-0.039667163,4.205041926,0.067654244,0.798140447,0.908943643
OGT,-0.035265932,4.567521168,0.067189255,0.798818958,0.909614513
IMPA1,-0.042400106,3.936330091,0.067052348,0.799019212,0.909740701
TMEM161B,-0.067288745,2.779331196,0.066955085,0.799161611,0.909800997
PPWD1,0.062833202,3.293383456,0.066809197,0.799375408,0.909942553
TP53BP1,-0.063762551,2.778704793,0.066734496,0.799484978,0.909965447
MYBL2,-0.06327727,3.211250709,0.066414814,0.799954626,0.910398126
STX7,0.023957785,6.855835922,0.066087305,0.800437029,0.910845224
RAB2A,0.025163619,6.54240424,0.065786355,0.800881441,0.911101802
SFSWAP,-0.037838475,4.122694909,0.065703853,0.801003462,0.911101802
PIP4P1,0.038763908,4.3596234,0.065732205,0.800961519,0.911101802
TRAF3,0.037929119,4.526261155,0.065692145,0.801020784,0.911101802
HNRNPDL,-0.024478509,6.907504593,0.065337983,0.801545572,0.911419933
ICK,-0.069492864,2.492348691,0.065437568,0.801397855,0.911419933
MORF4L1,0.022089536,8.165539594,0.065322007,0.801569281,0.911419933
GMPR,0.073567563,2.547114087,0.065089195,0.801915129,0.911673263
UNC13B,-0.055022383,3.058562103,0.065051406,0.801971329,0.911673263
RPS3,0.021954404,10.2671137,0.064982431,0.802073951,0.911688036
TMA16,0.038645669,4.53126791,0.064848015,0.802274107,0.911711788
HSF2,-0.087381059,2.333882409,0.064848982,0.802272666,0.911711788
H2AFY2,0.05167837,3.844055137,0.064776521,0.802380657,0.911731014
DEDD2,-0.03494844,4.407242767,0.064607879,0.80263224,0.911915016
AC145207.5,-0.093099521,1.977059369,0.064010452,0.803526326,0.912828879
CEP44,-0.072859785,2.326148979,0.063901209,0.803690296,0.912898902
RBCK1,-0.032866298,5.216886522,0.063849836,0.803767456,0.912898902
DCPS,-0.069915509,3.240156082,0.063706061,0.803983579,0.912940496
CDK17,-0.050140503,3.375694348,0.06374732,0.803921532,0.912940496
MCOLN1,0.026082249,6.515866994,0.063610025,0.804128084,0.913002664
PTPRM,-0.071599236,3.085822868,0.063444113,0.804378008,0.913184498
BSDC1,0.039157354,4.484149952,0.063179439,0.804777427,0.91322647
BTD,-0.067889039,2.489551597,0.063259797,0.804656065,0.91322647
PDCD6IP,0.029452672,6.182417438,0.063277561,0.804629247,0.91322647
SPINT1,0.061467664,2.755861087,0.063003501,0.805043428,0.91322647
NUDT16L1,0.041494582,3.908693787,0.06305554,0.804964709,0.91322647
HS3ST2,-0.058775259,3.344744439,0.063146765,0.804826796,0.91322647
SUPT4H1,0.025995479,6.390946086,0.063037135,0.804992546,0.91322647
RDX,-0.028193159,6.066179797,0.062921787,0.805167107,0.913264921
TMEM91,0.036990162,4.525580329,0.062861717,0.805258079,0.913266271
NT5C3B,-0.049588398,3.313427188,0.062785552,0.805373496,0.91329534
PCYOX1L,-0.099318671,1.761274606,0.062525151,0.805768656,0.913517131
AL121944.1,0.069099978,2.738114522,0.062443703,0.805892433,0.913517131
BBS10,0.069621769,2.427047403,0.062496264,0.805812547,0.913517131
SRSF9,0.025442452,5.950731215,0.062420109,0.805928306,0.913517131
MRPL42,0.032643681,4.735946357,0.062177614,0.806297415,0.913664136
FMN1,0.043601975,4.046589402,0.062200856,0.806262005,0.913664136
USF2,-0.027879654,6.629640062,0.062157896,0.806327463,0.913664136
AKT2,0.030127748,5.002045799,0.061788732,0.80689095,0.914200795
ARPC3,0.022002978,9.075638957,0.061538618,0.807273739,0.914532629
RIC1,0.044571611,3.582896223,0.061413894,0.807464935,0.914545521
ACSL4,-0.026174043,5.964637477,0.061467899,0.807382123,0.914545521
GON7,0.036158898,4.500729134,0.061261626,0.807698634,0.914708362
PHF19,-0.034953015,4.569212516,0.061051176,0.80802214,0.914871016
PARP4,-0.030121345,5.042510899,0.061092396,0.80795873,0.914871016
PHF5A,0.037712942,4.215668994,0.06059478,0.808725763,0.915565772
ZNF512,0.069160936,2.413535019,0.060299203,0.809182958,0.915927303
LSM12,-0.025730433,5.899182724,0.060271936,0.809225194,0.915927303
IPPK,-0.085748178,2.161705941,0.06005727,0.809558065,0.916031542
OS9,0.02482556,6.649858463,0.060038338,0.809587452,0.916031542
PGPEP1,-0.026240509,5.7240401,0.060108978,0.809477826,0.916031542
TMEM167B,0.030582933,4.958280719,0.059862777,0.809860201,0.916238234
MRPL45,0.040214524,3.926185175,0.059747226,0.810039951,0.916339678
PLCL1,-0.084218135,1.856961036,0.059679434,0.810145494,0.916357163
LRRC42,0.070366329,2.358340584,0.059360109,0.8106435,0.916421824
BMPR2,-0.036613105,4.404603991,0.059379701,0.810612903,0.916421824
LY6G5C,-0.063619817,2.591844368,0.059353947,0.810653123,0.916421824
TM9SF3,0.024141476,6.11596315,0.059507673,0.810413188,0.916421824
AC008969.1,-0.106540944,1.491097137,0.059474337,0.81046519,0.916421824
KIF13B,0.042964122,3.634838156,0.059154589,0.810964772,0.916603588
KRAS,0.030816308,4.962290479,0.059135827,0.81099413,0.916603588
SCARF1,-0.036053487,4.404290148,0.058982806,0.811233761,0.916772561
BRWD1,-0.035509921,4.490697551,0.058898725,0.811365573,0.916819664
VSIG10,0.0723291,2.795916149,0.05871676,0.811651178,0.917040518
MRPS34,-0.026394853,6.178741087,0.058658395,0.811742884,0.917042272
AL139246.5,-0.075688442,2.359498291,0.058545536,0.811920354,0.917140903
UBE2Z,-0.025460274,5.732465932,0.058306121,0.812297432,0.917464965
ERLEC1,0.025377832,5.611465495,0.05809603,0.812629003,0.917737562
MAPK7,0.059852176,3.108014229,0.057989172,0.812797894,0.917761829
AC027097.1,0.062773768,2.548457041,0.057968275,0.81283094,0.917761829
DAP3,0.028480885,5.160767067,0.057753407,0.813171106,0.917942126
U2AF1,0.120388741,1.94889244,0.057780258,0.813128562,0.917942126
MRPL20-AS1,0.059895104,2.645648305,0.057376556,0.813769341,0.918011108
DAG1,0.047888599,3.360851018,0.057640966,0.813349385,0.918011108
CIZ1,-0.039575555,4.254961527,0.057425801,0.813691049,0.918011108
TSHZ3,-0.043699164,4.216180866,0.057584151,0.813439537,0.918011108
CD3EAP,0.090088095,2.103663282,0.05751026,0.813556855,0.918011108
DGCR2,0.03275843,4.500775129,0.05737381,0.813773708,0.918011108
GPSM2,0.062734025,2.800487358,0.057165503,0.81410529,0.918283323
GBA2,-0.048003885,3.304618841,0.057090122,0.814225438,0.918317014
CXorf38,0.0376866,4.403645086,0.057016628,0.814342661,0.9183474
C1D,-0.028220307,5.571614288,0.056778178,0.814723539,0.918542665
TAF7,0.027725129,5.49854652,0.056598704,0.815010773,0.918542665
COQ5,-0.044907835,3.666224644,0.056829401,0.814641647,0.918542665
TTLL5,-0.056391075,2.778460595,0.056690913,0.814863138,0.918542665
KMT2B,0.044969188,3.800947819,0.056569462,0.815057619,0.918542665
ZNF468,0.049823358,3.139955512,0.056577884,0.815044124,0.918542665
PSMG4,0.044049337,4.37227044,0.056512148,0.815149471,0.918544413
RPS6KA4,0.034806536,4.717048853,0.05643952,0.815265938,0.918573894
MTRNR2L8,-0.028063416,7.13979356,0.056101557,0.815808948,0.919083909
SOCS5,-0.041391333,3.639520697,0.055670005,0.816504854,0.919386201
RAB43,-0.055837731,2.873489632,0.055757708,0.816363196,0.919386201
SLC2A9,-0.052018501,3.114874667,0.055654944,0.816529191,0.919386201
PRMT3,-0.087641186,2.125845174,0.055818863,0.816264488,0.919386201
PATZ1,-0.051699334,3.103206341,0.055850268,0.816213822,0.919386201
TMEM144,0.033796566,4.367739856,0.055378308,0.816976853,0.919632042
CRNDE,-0.078013041,2.07687686,0.055352452,0.817018754,0.919632042
RANGAP1,-0.040841788,4.185596039,0.055362409,0.817002616,0.919632042
TROAP,-0.054829053,3.30523543,0.05513355,0.817373915,0.919910271
ACSF2,0.052887974,3.284958631,0.055088679,0.817446808,0.919910271
DOLK,0.067989186,2.75193864,0.054897258,0.817758131,0.920158817
PRDX3,-0.022601103,7.227797472,0.054834424,0.817860446,0.920172156
SHOX2,0.077584974,2.090486096,0.054709221,0.818064508,0.920198183
ENTPD5,0.071912413,2.322793499,0.054730792,0.818029331,0.920198183
C11orf24,0.040651055,3.826861007,0.054246121,0.81882144,0.920947777
TIGD5,0.077128816,2.040848454,0.053954764,0.819299412,0.921350557
ATF7,-0.028202882,4.838484866,0.053917459,0.819360709,0.921350557
DOCK1,-0.043532784,3.461368571,0.053694347,0.819727784,0.921661437
SUPV3L1,-0.062512935,2.514155788,0.053531069,0.819996928,0.921813442
AKAP13,-0.024119067,5.854008174,0.053502404,0.820044223,0.921813442
LINC02482,-0.053601388,2.945567902,0.053378055,0.820249546,0.921926721
PPP2R1B,0.051549654,2.971692128,0.053307079,0.820366853,0.921926721
MAPK12,-0.073990884,2.154188337,0.053255675,0.820451863,0.921926721
CDK16,0.031510579,4.636087735,0.053222029,0.820507531,0.921926721
TERF2IP,-0.026577788,5.404927743,0.053128012,0.820663179,0.921999763
CASP6,0.04016318,3.663778691,0.05297495,0.820916888,0.922081116
ZNF512B,-0.066532908,2.299272511,0.052989836,0.820892197,0.922081116
TM9SF4,0.032516692,4.373478164,0.052710773,0.821355692,0.922472131
CKAP2L,0.067666898,2.242508511,0.051988495,0.822561367,0.923010946
NIPSNAP3A,0.030831197,5.029972215,0.052135628,0.82231505,0.923010946
COX14,0.020155657,7.82460224,0.052270615,0.822089388,0.923010946
NDFIP2,-0.096874512,1.507590265,0.052038178,0.822478151,0.923010946
ZNF304,0.086987989,1.887280399,0.051988816,0.822560829,0.923010946
TMX4,0.032379055,4.408585795,0.052166711,0.82226306,0.923010946
RBM12,-0.034805437,4.167756464,0.052232316,0.822153381,0.923010946
JOSD1,-0.0308326,4.688000227,0.052185707,0.822231295,0.923010946
ROCK1,-0.023193458,5.919365159,0.051893171,0.822721147,0.923022471
FAM32A,0.027459594,5.831169384,0.051874107,0.822753121,0.923022471
BAZ1B,-0.030848511,4.77188831,0.051669055,0.823097416,0.923306894
RPL26L1,-0.025089828,5.648665881,0.051544478,0.823306941,0.92333828
GPATCH2L,0.024370332,5.706621967,0.051550887,0.823296155,0.92333828
PTDSS1,0.027537006,5.284608142,0.051287999,0.823739154,0.923721163
YIPF3,-0.029875864,5.859271059,0.051206805,0.823876218,0.923773025
DENND6A,0.039078647,4.049376248,0.050917291,0.82436588,0.924220184
LINC01705,-0.126246175,1.422438754,0.050586779,0.82511927,0.92486096
FAM228B,0.063751893,2.637898136,0.05051885,0.825042181,0.92486096
SRM,0.037838717,4.884310268,0.050365756,0.825302784,0.924964733
CBR3,0.059504125,3.300871363,0.050082824,0.825785503,0.925403783
CEP63,0.039090616,3.784214519,0.049866059,0.826156307,0.925648984
TMEM199,0.035132583,4.438335649,0.049848542,0.826186308,0.925648984
CUX1,0.022607736,5.92472828,0.049684961,0.826466747,0.925861206
TUT1,0.065172088,2.189429813,0.049539928,0.826715794,0.926038218
POLDIP3,-0.034738578,4.190340006,0.049438027,0.826891006,0.926132494
DHRS1,0.032336552,4.389601711,0.049364415,0.827017695,0.92617241
TAF8,-0.050078091,3.186639603,0.049156013,0.827376902,0.926447107
ZNF592,0.036584682,3.921868821,0.049031484,0.827591926,0.926447107
ENDOV,-0.046429631,3.186156742,0.049058321,0.827545562,0.926447107
CLPP,0.024306174,5.465245237,0.049011016,0.827627296,0.926447107
PKD1,-0.043939219,3.370593863,0.048854567,0.827897903,0.926448235
SNAP29,-0.023764177,5.51803496,0.048852467,0.82790154,0.926448235
NCAPH2,0.042193313,3.444187823,0.048862349,0.827884432,0.926448235
RUNX3,0.02688873,5.079291643,0.048798252,0.827995422,0.926451373
AHCTF1,0.047029907,3.154917449,0.048597153,0.828344142,0.926492756
DCTD,0.028278861,5.299101205,0.048462914,0.828577344,0.926492756
TOPORS,-0.032654436,4.262307241,0.048559987,0.828408673,0.926492756
MEN1,0.053429788,2.743756777,0.048425807,0.828641868,0.926492756
KCTD21,-0.072188941,2.09380301,0.048705141,0.828156789,0.926492756
SPSB2,-0.067734558,2.661141666,0.048654631,0.828244394,0.926492756
C17orf75,-0.081672401,1.82070402,0.048409641,0.828669986,0.926492756
ADAR,-0.021711621,6.46847284,0.048111743,0.829189015,0.926721372
SF3B1,0.023955362,6.424758529,0.048129015,0.829158877,0.926721372
TIMM10B,-0.031548307,4.402677911,0.048186749,0.829058174,0.926721372
AC024075.2,0.078026532,2.049509979,0.048083172,0.829238884,0.926721372
AP2A1,-0.030643938,4.639482055,0.047887019,0.829581673,0.927002612
KCNJ5,0.042163871,3.987563099,0.047732313,0.829852552,0.927203444
CHD1L,0.090108043,1.950298403,0.047551926,0.830168979,0.927455119
FBXL12,-0.050035471,3.177686833,0.047296118,0.83061879,0.927796535
SETD4,-0.058365579,2.5025206,0.047274418,0.830657004,0.927796535
YY1AP1,0.028151042,4.695575066,0.047027123,0.831093167,0.927876161
CMTR1,-0.055328258,2.937700546,0.047068452,0.831020191,0.927876161
EIF3A,-0.021357267,6.787994803,0.047176691,0.830829226,0.927876161
RPS29,0.017992924,11.36095327,0.047039593,0.831071144,0.927876161
COMMD1,0.026730249,5.292583827,0.046770954,0.831546253,0.928217693
C15orf39,-0.035765763,3.865428651,0.046751011,0.831581581,0.928217693
UBE2L3,-0.020848718,7.210627029,0.046608625,0.831834037,0.928397611
CFAP410,0.037352321,3.595998689,0.046518454,0.831994125,0.928474409
PPP2CB,-0.022688518,6.07513366,0.046363729,0.832269198,0.928577634
SEC11A,0.020265704,7.328887178,0.046381122,0.832238253,0.928577634
LRP11,-0.072989521,1.967368754,0.046302015,0.83237905,0.928598343
ATP5PO,0.020827515,8.01830859,0.046010114,0.832899679,0.92907726
ARL1,0.025783012,4.980887416,0.045868712,0.833152503,0.929257375
INO80,0.044081125,3.329975234,0.045778788,0.833313498,0.92933504
ZNF330,-0.023263717,6.592220429,0.045672118,0.833504689,0.929411733
RGP1,-0.048593363,3.103091281,0.045638493,0.833565006,0.929411733
CLK2,-0.045110213,3.402757316,0.045523999,0.833770561,0.92951094
APC,0.030791771,4.250228288,0.04543634,0.83392812,0.92951094
NAPA,-0.022077541,6.547307164,0.045465218,0.833876198,0.92951094
PSMF1,0.02357433,5.799684426,0.045334643,0.834111114,0.929613044
AEBP2,0.03820405,3.644838491,0.045137014,0.83446734,0.929908171
AL109811.2,-0.074871971,2.082052369,0.044872073,0.834946183,0.929932397
SVBP,-0.028193208,5.503303941,0.045048932,0.834626372,0.929932397
ST6GALNAC6,0.037997673,3.831030923,0.044950417,0.834804434,0.929932397
FAAP24,-0.077693405,1.681260925,0.044952079,0.834801429,0.929932397
BCR,0.056561958,2.584765676,0.044876993,0.834937278,0.929932397
NHSL2,0.04576929,3.302540538,0.044620415,0.835402392,0.930338639
EFHC1,0.08138937,1.894206053,0.04441889,0.835768692,0.930509102
METTL17,0.036907392,3.599935575,0.044481477,0.835654838,0.930509102
RNPS1,0.029101554,5.895211587,0.044385266,0.835829892,0.930509102
DEPDC1,-0.065290025,2.547838556,0.043941835,0.836639286,0.93056358
USP38,0.044007093,3.637413291,0.044009394,0.836515696,0.93056358
DDX50,-0.042222929,3.818372972,0.044202655,0.836162697,0.93056358
PLCB3,0.029493874,4.650993112,0.044157981,0.836244223,0.93056358
POLA2,0.068480342,2.090699709,0.044029859,0.836478277,0.93056358
GLCE,-0.042673224,3.349718444,0.043907479,0.836702173,0.93056358
BRD7,-0.026531502,4.669251891,0.04391743,0.836683956,0.93056358
RNFT1,-0.030829463,4.222165093,0.043972938,0.836582375,0.93056358
CDS2,0.02326848,5.244173374,0.043994128,0.836543614,0.93056358
PIAS3,-0.052469644,2.700097282,0.043819329,0.836863649,0.930641416
ATP11B,-0.040480042,3.492338993,0.043626606,0.837217275,0.930824175
DHRS7B,0.040400358,3.426189306,0.043580217,0.837302517,0.930824175
ARL16,0.04398078,3.859575221,0.043648607,0.837176865,0.930824175
C5orf15,-0.026669809,4.975288358,0.043286936,0.83784253,0.931222371
SNX8,0.025742958,5.442699366,0.043187044,0.838026896,0.931222371
JMJD7,-0.059399449,2.516580207,0.043206645,0.837990701,0.931222371
